2	17
# type	x	y	ani_set_id	detail_type	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = QuestionBox, 3 = Goomba, 4 = Koopa 50 = Portal, 5 = Coin, 6 = PLANT_FIRE, 7 PLANT_NORMAL, 8 ITEM
# -- BRICK--
#Type	x	y	ani	TypeBrick
#wooden
#ground brick
#block
1	0	352	22001	1	1	0
1	1968	368	22001	1	1	13
1	16	352	22002	1	1	0
1	32	352	22002	1	1	0
1	48	352	22002	1	1	0
1	64	352	22002	1	1	0
1	80	352	22002	1	1	0
1	96	352	22002	1	1	0
1	112	352	22002	1	1	0
1	128	352	22002	1	1	0
1	1984	368	22002	1	1	13
1	144	352	22003	1	1	0
1	2000	368	22003	1	1	13
# REWARD BOX
#	x	y	ani_set	type	rewardType
#type: 1-quest, 2-gold
#rType: 1-coin, 2-lvUp
2	608	288	50000	2	1	1	4
2	624	288	50000	2	1	1	4
2	656	288	50000	2	1	1	4
2	1728	288	50000	2	1	1	11
2	1184	304	50000	2	1	1	7
2	1200	304	50000	2	1	1	8
2	1216	304	50000	2	1	1	8
2	1232	304	50000	2	1	1	8
2	1392	304	50000	2	1	1	9
2	1408	304	50000	2	1	1	9
2	1424	304	50000	2	1	1	9
2	1536	304	50000	2	1	1	10
2	1728	304	50000	2	1	1	11
2	752	320	50000	2	1	1	5
2	1728	320	50000	2	1	1	11
2	384	336	50000	2	1	1	2
2	400	336	50000	2	1	1	2
2	416	336	50000	2	1	1	2
2	432	336	50000	2	1	1	2
2	448	336	50000	2	1	1	2
2	864	336	50000	2	1	1	5
2	944	336	50000	2	1	1	6
2	224	352	50000	2	1	1	1
2	240	352	50000	2	1	1	1
2	256	352	50000	2	1	1	1
2	272	352	50000	2	1	1	1
2	752	352	50000	2	1	1	5
2	864	352	50000	2	1	1	5
2	944	352	50000	2	1	1	6
2	1024	352	50000	2	1	1	6
2	1040	352	50000	2	1	1	6
2	1056	352	50000	2	1	1	7
2	1072	352	50000	2	1	1	7
2	640	368	50000	2	1	1	4
2	656	368	50000	2	1	1	4
2	752	368	50000	2	1	1	5
2	768	368	50000	2	1	1	5
2	784	368	50000	2	1	1	5
2	800	368	50000	2	1	1	5
2	864	368	50000	2	1	1	5
2	1264	368	50000	2	1	1	8
2	1280	368	50000	2	1	1	8
2	1536	368	50000	2	1	1	10
2	1776	368	50000	2	1	1	11
2	1792	368	50000	2	1	1	11
2	1808	368	50000	2	1	1	12
2	864	384	50000	2	1	1	5
2	880	384	50000	2	1	1	5
2	896	384	50000	2	1	1	5
2	1152	384	50000	2	1	1	7
2	1168	384	50000	2	1	1	7
2	1184	384	50000	2	1	1	7
2	1200	384	50000	2	1	1	8
2	1216	384	50000	2	1	1	8
2	1536	384	50000	2	1	1	10
2	960	400	50000	2	1	1	6
2	976	400	50000	2	1	1	6
2	992	400	50000	2	1	1	6
2	1008	400	50000	2	1	1	6
2	1536	400	50000	2	1	1	10
2	1552	400	50000	2	1	1	10
2	1568	400	50000	2	1	1	10
2	1584	400	50000	2	1	1	10
2	64	304	50000	2	5	1	0
#== MARIO ==
0	50.0	300	1	1	0
