5	19
# type	x	y	ani_set_id	detail_type	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = QuestionBox, 3 = Goomba, 4 = Koopa 50 = Portal, 5 = Coin, 6 = PLANT_FIRE, 7 PLANT_NORMAL, 8 ITEM
# -- BRICK--
#Type	x	y	ani	TypeBrick
# WOODEN BRICK
1	2256	304	20001	0	2	15
1	2256	304	20001	0	2	15
1	2272	304	20001	0	2	15
1	1504	336	20001	0	2	10
1	1520	336	20001	0	2	10
1	1600	368	20001	0	2	10
1	1664	368	20001	0	2	11
1	2256	368	20001	0	2	15
1	2272	368	20001	0	2	15
1	1584	384	20001	0	2	10
1	1600	384	20001	0	2	10
1	1664	384	20001	0	2	11
1	1680	384	20001	0	2	11
1	1568	400	20001	0	2	10
1	1584	400	20001	0	2	10
1	1600	400	20001	0	2	10
1	1664	400	20001	0	2	11
1	1680	400	20001	0	2	11
1	1696	400	20001	0	2	11
# ---- ground brick ----
1	624	400	21001	0	2	4
1	640	400	21002	0	2	4
1	656	400	21002	0	2	4
1	672	400	21002	0	2	4
1	688	400	21002	0	2	4
1	704	400	21002	0	2	4
1	720	400	21002	0	2	4
1	736	400	21002	0	2	4
1	752	400	21002	0	2	5
1	768	400	21002	0	2	5
1	784	400	21002	0	2	5
1	800	400	21002	0	2	5
1	816	400	21002	0	2	5
1	832	400	21002	0	2	5
1	848	400	21002	0	2	5
1	864	400	21002	0	2	5
1	880	400	21002	0	2	5
1	896	400	21002	0	2	5
1	912	400	21002	0	2	6
1	928	400	21002	0	2	6
1	944	400	21002	0	2	6
1	960	400	21002	0	2	6
1	976	400	21002	0	2	6
1	992	400	21002	0	2	6
1	1008	400	21002	0	2	6
1	1024	400	21002	0	2	6
1	1040	400	21002	0	2	6
1	1056	400	21002	0	2	7
1	1072	400	21003	0	2	7
1	0	416	21001	0	2	0
1	16	416	21002	0	2	0
1	32	416	21002	0	2	0
1	48	416	21002	0	2	0
1	64	416	21002	0	2	0
1	80	416	21002	0	2	0
1	96	416	21002	0	2	0
1	112	416	21002	0	2	0
1	128	416	21002	0	2	0
1	144	416	21002	0	2	0
1	160	416	21002	0	2	1
1	176	416	21002	0	2	1
1	192	416	21002	0	2	1
1	208	416	21002	0	2	1
1	224	416	21002	0	2	1
1	240	416	21002	0	2	1
1	256	416	21002	0	2	1
1	272	416	21002	0	2	1
1	288	416	21002	0	2	1
1	304	416	21002	0	2	2
1	320	416	21002	0	2	2
1	336	416	21002	0	2	2
#1	352	416	21002	0
1	368	416	21002	0	2	2
1	384	416	21002	0	2	2
1	400	416	21002	0	2	2
1	416	416	21002	0	2	2
1	432	416	21002	0	2	2
1	448	416	21002	0	2	2
1	464	416	21002	0	2	3
1	480	416	21002	0	2	3
1	496	416	21002	0	2	3
1	512	416	21002	0	2	3
1	528	416	21002	0	2	3
1	544	416	21002	0	2	3
1	560	416	21002	0	2	3
1	576	416	21002	0	2	3
1	592	416	21002	0	2	3
1	608	416	21003	0	2	4
1	1152	416	21001	0	2	7
1	1168	416	21002	0	2	7
1	1184	416	21002	0	2	7
1	1200	416	21002	0	2	8
1	1216	416	21002	0	2	8
1	1232	416	21002	0	2	8
1	1248	416	21002	0	2	8
1	1264	416	21002	0	2	8
1	1280	416	21002	0	2	8
1	1296	416	21002	0	2	8
1	1312	416	21002	0	2	8
1	1328	416	21002	0	2	8
1	1344	416	21002	0	2	8
1	1360	416	21002	0	2	9
1	1376	416	21002	0	2	9
1	1392	416	21002	0	2	9
1	1408	416	21002	0	2	9
1	1424	416	21002	0	2	9
1	1440	416	21002	0	2	9
1	1456	416	21002	0	2	9
1	1472	416	21002	0	2	9
1	1488	416	21003	0	2	9
1	1536	416	21001	0	2	10
1	1552	416	21002	0	2	10
1	1568	416	21002	0	2	10
1	1584	416	21002	0	2	10
1	1600	416	21003	0	2	10
1	1664	416	21001	0	2	11
1	1680	416	21002	0	2	11
1	1696	416	21002	0	2	11
1	1712	416	21002	0	2	11
1	1728	416	21002	0	2	11
1	1744	416	21002	0	2	11
1	1760	416	21002	0	2	11
1	1776	416	21002	0	2	11
1	1792	416	21002	0	2	11
1	1808	416	21002	0	2	12
1	1824	416	21002	0	2	12
1	1840	416	21002	0	2	12
1	1856	416	21002	0	2	12
1	1872	416	21002	0	2	12
1	1888	416	21002	0	2	12
1	1904	416	21002	0	2	12
1	1920	416	21002	0	2	12
1	1936	416	21002	0	2	12
1	1952	416	21002	0	2	13
1	1968	416	21002	0	2	13
1	1984	416	21002	0	2	13
1	2000	416	21002	0	2	13
1	2016	416	21002	0	2	13
1	2032	416	21002	0	2	13
1	2048	416	21002	0	2	13
1	2064	416	21002	0	2	13
1	2080	416	21002	0	2	13
1	2096	416	21002	0	2	13
1	2112	416	21002	0	2	14
1	2128	416	21002	0	2	14
1	2144	416	21002	0	2	14
1	2160	416	21002	0	2	14
1	2176	416	21002	0	2	14
1	2192	416	21002	0	2	14
1	2208	416	21002	0	2	14
1	2224	416	21003	0	2	14
1	2256	416	21001	0	2	15
1	2272	416	21002	0	2	15
1	2288	416	21002	0	2	15
1	2304	416	21002	0	2	15
1	2320	416	21002	0	2	15
1	2336	416	21002	0	2	15
1	2352	416	21002	0	2	15
1	2368	416	21002	0	2	15
1	2384	416	21002	0	2	15
1	2400	416	21002	0	2	16
1	2416	416	21002	0	2	16
1	2432	416	21002	0	2	16
1	2448	416	21002	0	2	16
1	2464	416	21002	0	2	16
1	2480	416	21002	0	2	16
1	2496	416	21002	0	2	16
1	2512	416	21002	0	2	16
1	2528	416	21002	0	2	16
1	2544	416	21002	0	2	16
1	2560	416	21002	0	2	17
1	2576	416	21002	0	2	17
1	2592	416	21002	0	2	17
1	2608	416	21002	0	2	17
1	2624	416	21002	0	2	17
1	2640	416	21002	0	2	17
1	2656	416	21002	0	2	17
1	2672	416	21002	0	2	17
1	2688	416	21002	0	2	17
1	2704	416	21002	0	2	18
1	2720	416	21002	0	2	18
1	2736	416	21002	0	2	18
1	2752	416	21002	0	2	18
1	2768	416	21002	0	2	18
1	2784	416	21002	0	2	18
1	2800	416	21003	0	2	18
#BLOCK
#pink
1	1312	144	22001	1	0	8
1	1328	144	22002	1	0	8
1	1344	144	22002	1	0	8
1	1360	144	22003	1	0	9
1	464	336	22001	1	2	3
1	480	336	22002	1	2	3
1	496	336	22002	1	2	3
1	512	336	22003	1	2	3
1	1296	352	22001	1	2	8
1	1312	352	22002	1	2	8
1	1328	352	22002	1	2	8
1	1344	352	22002	1	2	8
1	1360	352	22002	1	2	9
1	1376	352	22002	1	2	9
1	1392	352	22003	1	2	9
1	240	368	22001	1	2	1
1	256	368	22002	1	2	1
1	272	368	22003	1	2	1
1	2144	368	22001	1	2	14
1	2160	368	22002	1	2	14
1	2176	368	22003	1	2	14
#blue
1	1328	320	22011	1	2	8
1	1344	320	22012	1	2	8
1	1360	320	22012	1	2	9
1	1376	320	22012	1	2	9
1	1392	320	22012	1	2	9
1	1408	320	22012	1	2	9
1	1424	320	22013	1	2	9
1	272	336	22011	1	2	1
1	288	336	22012	1	2	1
1	304	336	22013	1	2	2
#white
1	512	304	22021	1	2	3
1	528	304	22022	1	2	3
1	544	304	22022	1	2	3
1	560	304	22023	1	2	3
#green
1	2176	272	22031	1	1	14
1	2192	272	22032	1	1	14
1	2208	272	22033	1	1	14
1	400	368	22031	1	2	2
1	416	368	22032	1	2	2
1	432	368	22032	1	2	2
1	448	368	22032	1	2	2
1	464	368	22033	1	2	3
1	512	384	22031	1	2	3
1	528	384	22032	1	2	3
1	544	384	22032	1	2	3
1	560	384	22032	1	2	3
1	576	384	22032	1	2	3
1	592	384	22033	1	2	3
1	1264	384	22031	1	2	8
1	1280	384	22032	1	2	8
1	1296	384	22032	1	2	8
1	1312	384	22032	1	2	8
1	1328	384	22032	1	2	8
1	1344	384	22032	1	2	8
1	1360	384	22033	1	2	9
#CLOUD
1	1488	176	24001	0	1	9
1	1504	176	24001	0	1	10
1	1520	176	24001	0	1	10
1	1536	176	24001	0	1	10
1	1552	176	24001	0	1	10
1	1568	176	24001	0	1	10
1	1584	176	24001	0	1	10
1	1600	176	24001	0	1	10
1	1616	176	24001	0	1	10
1	1632	176	24001	0	1	10
1	1648	176	24001	0	1	10
1	1664	176	24001	0	1	11
1	1680	176	24001	0	1	11
1	1408	192	24001	0	1	9
1	1424	192	24001	0	1	9
1	1440	192	24001	0	1	9
1	1456	192	24001	0	1	9
# Blue Brick
1	1968	464	25001	0	3	13
1	1984	464	25001	0	3	13
1	2000	464	25001	0	3	13
1	2016	464	25001	0	3	13
1	2032	464	25001	0	3	13
1	2048	464	25001	0	3	13
1	2064	464	25001	0	3	13
1	2080	464	25001	0	3	13
1	2128	464	25001	0	3	14
1	2144	464	25001	0	3	14
1	2160	464	25001	0	3	14
1	2176	464	25001	0	3	14
1	2192	464	25001	0	3	14
1	2208	464	25001	0	3	14
1	2224	464	25001	0	3	14
1	2240	464	25001	0	3	14
1	2256	464	25001	0	3	15
1	2272	464	25001	0	3	15
1	2288	464	25001	0	3	15
1	2304	464	25001	0	3	15
1	2352	464	25001	0	3	15
1	2368	464	25001	0	3	15
1	2384	464	25001	0	3	15
1	2400	464	25001	0	3	16
1	2416	464	25001	0	3	16
1	2432	464	25001	0	3	16
1	2448	464	25001	0	3	16
1	2464	464	25001	0	3	16
1	1968	480	25001	0	3	13
1	1984	480	25001	0	3	13
1	2000	480	25001	0	3	13
1	2016	480	25001	0	3	13
1	2032	480	25001	0	3	13
1	2048	480	25001	0	3	13
1	2064	480	25001	0	3	13
1	2080	480	25001	0	3	13
1	2352	480	25001	0	3	15
1	2368	480	25001	0	3	15
1	2384	480	25001	0	3	15
1	2400	480	25001	0	3	16
1	2416	480	25001	0	3	16
1	2432	480	25001	0	3	16
1	2448	480	25001	0	3	16
1	2464	480	25001	0	3	16
1	1968	496	25001	0	3	13
1	1984	496	25001	0	3	13
1	2000	496	25001	0	3	13
1	2016	496	25001	0	3	13
1	2032	496	25001	0	3	13
1	2048	496	25001	0	3	13
1	2064	496	25001	0	3	13
1	2080	496	25001	0	3	13
1	2352	496	25001	0	3	15
1	2368	496	25001	0	3	15
1	2384	496	25001	0	3	15
1	2400	496	25001	0	3	16
1	2416	496	25001	0	3	16
1	2432	496	25001	0	3	16
1	2448	496	25001	0	3	16
1	2464	496	25001	0	3	16
1	1968	512	25001	0	3	13
1	1984	512	25001	0	3	13
1	2000	512	25001	0	3	13
1	2016	512	25001	0	3	13
1	2032	512	25001	0	3	13
1	2048	512	25001	0	3	13
1	2064	512	25001	0	3	13
1	2080	512	25001	0	3	13
1	2352	512	25001	0	3	15
1	2368	512	25001	0	3	15
1	2384	512	25001	0	3	15
1	2400	512	25001	0	3	16
1	2416	512	25001	0	3	16
1	2432	512	25001	0	3	16
1	2448	512	25001	0	3	16
1	2464	512	25001	0	3	16
1	1968	528	25001	0	3	13
1	1984	528	25001	0	3	13
1	2000	528	25001	0	3	13
1	2016	528	25001	0	3	13
1	2032	528	25001	0	3	13
1	2048	528	25001	0	3	13
1	2064	528	25001	0	3	13
1	2080	528	25001	0	3	13
1	2304	528	25001	0	3	15
1	2320	528	25001	0	3	15
1	2336	528	25001	0	3	15
1	2352	528	25001	0	3	15
1	2368	528	25001	0	3	15
1	2384	528	25001	0	3	15
1	2400	528	25001	0	3	16
1	2416	528	25001	0	3	16
1	2432	528	25001	0	3	16
1	2448	528	25001	0	3	16
1	2464	528	25001	0	3	16
1	1968	544	25001	0	3	13
1	1984	544	25001	0	3	13
1	2000	544	25001	0	3	13
1	2016	544	25001	0	3	13
1	2032	544	25001	0	3	13
1	2048	544	25001	0	3	13
1	2064	544	25001	0	3	13
1	2080	544	25001	0	3	13
1	2288	544	25001	0	3	15
1	2304	544	25001	0	3	15
1	2320	544	25001	0	3	15
1	2336	544	25001	0	3	15
1	2352	544	25001	0	3	15
1	2368	544	25001	0	3	15
1	2384	544	25001	0	3	15
1	2400	544	25001	0	3	16
